epoch,running_loss
46200,2.1409965553914612e-10
46300,1.4628484028278432e-10
46400,2.116508782297466e-10
46500,2.422532006680217e-10
46600,2.0898291229476396e-10
46700,2.1658759605247547e-10
46800,1.6442985864388582e-10
46900,2.1205994713696662e-10
47000,2.39994555426698e-10
47100,1.9986149863565616e-10
47200,3.309148119759464e-10
47300,2.0132433041844533e-10
47400,2.3013333198297626e-10
47500,1.9770490626569437e-10
47600,1.6673493038500687e-10
47700,1.6881178681489584e-10
47800,1.5749434457111578e-10
47900,2.135680333059317e-10
48000,1.7450064488874762e-10
48100,1.9626962947244532e-10
48200,1.9659994689516515e-10
48300,1.7271156723536186e-10
48400,2.156379718537549e-10
48500,1.9757279366358626e-10
48600,1.89826378678426e-10
48700,2.056625955475233e-10
48800,2.0151618200514586e-10
48900,2.0573216447279664e-10
49000,1.8970591793635028e-10
49100,2.0164556412648193e-10
49200,2.2203384745372866e-10
49300,1.6083875424219295e-10
49400,1.8498301581921368e-10
49500,1.8639558269258061e-10
49600,1.9924500722912076e-10
49700,1.963662488689566e-10
49800,1.961402039570015e-10
49900,1.7861415379724632e-10
50000,1.8777223934583754e-10
